中国社会阶层结构的变革与国家治理体系的创新,http://www.hzau.edu.cn/info/1062/10761.htm,[开道讲坛],2020-04-23,http://www.hzau.edu.cn//__local/C/E9/EE/9D1E2E3A7B085E5612F9822D229_9C89F9E7_434FC.jpg
《园艺研究》办刊经验分享会,http://www.hzau.edu.cn/info/1062/10756.htm,,2020-04-22,http://www.hzau.edu.cn//__local/F/05/EF/4D9C32040654E28398A7B272856_C7505CFE_54202.jpg
不变的匠心——从音符到音乐 从脚踏实地到仰望星空,http://www.hzau.edu.cn/info/1062/10755.htm,[狮子山艺术讲堂],2020-04-22,http://www.hzau.edu.cn//__local/9/F4/53/6763083F90C7749B3AD52A565EF_D2B3F7B2_1C7C0.jpg
绽放战疫青春 坚定制度自信,http://www.hzau.edu.cn/info/1062/10828.htm,,2020-04-30,['http://www.hzau.edu.cn//__local/9/2C/63/017CEFACBC85CAC2A1BF94BDD5E_F8DB472C_39E11.jpg']
贫困梯度蜕变与创新贫困治理,http://www.hzau.edu.cn/info/1062/10826.htm,[开道讲坛],2020-04-30,['http://www.hzau.edu.cn//__local/F/F2/0F/0958433BFE504831AECB8D7329A_E109A020_466E8.jpg']
十大青年岗位能手分享会,http://www.hzau.edu.cn/info/1062/10824.htm,[青年教工茶话会],2020-04-29,['http://www.hzau.edu.cn//__local/2/4F/C1/7CD87E4882674B3095DDEA1B2B2_BCE9BC49_18ACC.jpg']
食品功能性成分递送体系及其在功能食品开发中的应用,http://www.hzau.edu.cn/info/1062/10820.htm,[南湖食育大讲堂],2020-04-29,['http://www.hzau.edu.cn//__local/3/14/75/A8A8F0476466ADB12C04DA7A0D0_52C4F009_2348A.jpg']
《反杜林论》导读,http://www.hzau.edu.cn/info/1062/10819.htm,[经典读书会],2020-04-29,['http://www.hzau.edu.cn//__local/2/4B/53/C9F98FB4831534051BE40C9F30C_1B679AEB_2BF8A.jpg']
青年歌剧演员——我们那些事,http://www.hzau.edu.cn/info/1062/10818.htm,[狮子山艺术讲堂],2020-04-29,['http://www.hzau.edu.cn//__local/E/05/BB/EE4D6F5FDEA9E02737774FED4D3_A66A606F_22051.jpg']
《大同世界》——新帝国时代的共产主义展望,http://www.hzau.edu.cn/info/1062/10817.htm,[经典读书会],2020-04-29,['http://www.hzau.edu.cn//__local/9/AB/C0/268C0E54FD067EF89AC70D41FEE_4807099D_3EBD0.jpg']
间歇性热量限制干预糖尿病和免疫性疾病,http://www.hzau.edu.cn/info/1062/10816.htm,[生物医学学术报告],2020-04-29,['http://www.hzau.edu.cn//__local/5/B4/1F/6999509327FC65D8FC01103807B_900DA27A_25F52.jpg']
2020五四青年节优秀大学生分享会,http://www.hzau.edu.cn/info/1062/10803.htm,[校团委],2020-04-27,['http://www.hzau.edu.cn//__local/7/10/AB/3EFA22738B41FE6799CD51AF6C2_F6413F9D_22E6C.jpg']
兽用抗生素微生物降解机理研究进展,http://www.hzau.edu.cn/info/1062/10802.htm,[微生物学前沿论坛],2020-04-27,['http://www.hzau.edu.cn//__local/C/9F/67/C7E2A4B2A29995575F6564F1F0E_8EF73EE0_21535.jpg']
论文写作技巧——如何巧用中文写英文论文,http://www.hzau.edu.cn/info/1062/10801.htm,[达尊讲坛],2020-04-27,['http://www.hzau.edu.cn//__local/3/21/2E/FCCDDCABF25E45550196B4B43C7_CE00FB5F_1F1F9.jpg']
食品热加工过程中淀粉与脂质等组分互作对其消化和发酵性质的影响,http://www.hzau.edu.cn/info/1062/10800.htm,[食科云讲堂],2020-04-27,['http://www.hzau.edu.cn//__local/2/55/55/42B9B466B44D4965D5264D45C99_9D94ADC1_20EB3.jpg']
利用番茄作为模式生物对植物基因沉默及表现遗传学的研究,http://www.hzau.edu.cn/info/1062/10799.htm,[园艺讲堂],2020-04-27,['http://www.hzau.edu.cn//__local/0/D9/A1/944B110F1EBA5F8F79379BDA6A7_92E9EC9A_2A058.jpg']
思政课程与课程思政同向同行,http://www.hzau.edu.cn/info/1062/10795.htm,[本科生院],2020-04-26,['http://www.hzau.edu.cn//__local/3/35/30/B29A44B23C2170AB36477814077_FE8A2624_247F2.jpg']
多平台沉浸式教学探索——《高级社会工作实务》云课堂实践,http://www.hzau.edu.cn/info/1062/10794.htm,[研究生院 文法学院],2020-04-26,['http://www.hzau.edu.cn//__local/4/D9/C9/5B84E6D19D1F19CD0B35535B0CE_977BEED3_178F4.jpg']
拟态蝴蝶的物种形成和适应性演化,http://www.hzau.edu.cn/info/1062/10793.htm,[分子生物学前沿论坛],2020-04-26,['http://www.hzau.edu.cn//__local/8/4A/F2/E1203612B71DF3C678865E64B08_6A8E1DB1_21911.jpg']
微流控技术与应用培训班,http://www.hzau.edu.cn/info/1062/10792.htm,,2020-04-26,['http://www.hzau.edu.cn//__local/2/91/83/5831FBA5184B8C63E237ACE9F3F_8BFA216B_25FC0.jpg']
水域生态牧场建设现状与展望,http://www.hzau.edu.cn/info/1062/10791.htm,[水产新视界],2020-04-26,['http://www.hzau.edu.cn//__local/F/8A/A2/C13B94258D57C3C8FA5B5FB334D_58305C04_35848.jpg']
哲学与杠精——哲学家们在表达什么,http://www.hzau.edu.cn/info/1062/10781.htm,[狮子山讲坛],2020-04-25,['http://www.hzau.edu.cn//__local/D/64/1F/F8CF5576D56884A155D7691F503_717D6ED9_1E99E.jpg']
生物环保饲料的设计、研发与应用,http://www.hzau.edu.cn/info/1062/10767.htm,[“创新、创造、创业”高端论坛],2020-04-23,['http://www.hzau.edu.cn//__local/A/BF/01/2BBB79DDF9FE82E71881E099BDD_6C53664D_236D7.jpg']
新冠肺炎防疫措施与体会,http://www.hzau.edu.cn/info/1062/10766.htm,[教授红讲堂],2020-04-23,['http://www.hzau.edu.cn//__local/2/AF/F2/288589B50E2E0248B63A698B645_345BF302_2C6B0.jpg']
农业技术与知识产权（IP）——如何运用知识产权掌握农业未来,http://www.hzau.edu.cn/info/1062/10762.htm,[狮子山法学讲坛],2020-04-23,['http://www.hzau.edu.cn//__local/F/A2/C2/03E914C2F3B300BFD73FAA6E486_F28D5B76_1F0C0.jpg']
中国社会阶层结构的变革与国家治理体系的创新,http://www.hzau.edu.cn/info/1062/10761.htm,[开道讲坛],2020-04-23,['http://www.hzau.edu.cn//__local/C/E9/EE/9D1E2E3A7B085E5612F9822D229_9C89F9E7_434FC.jpg']
《园艺研究》办刊经验分享会,http://www.hzau.edu.cn/info/1062/10756.htm,,2020-04-22,['http://www.hzau.edu.cn//__local/F/05/EF/4D9C32040654E28398A7B272856_C7505CFE_54202.jpg']
不变的匠心——从音符到音乐 从脚踏实地到仰望星空,http://www.hzau.edu.cn/info/1062/10755.htm,[狮子山艺术讲堂],2020-04-22,['http://www.hzau.edu.cn//__local/9/F4/53/6763083F90C7749B3AD52A565EF_D2B3F7B2_1C7C0.jpg']
